"","verbatim_name","usageKey","scientificName","status","rank","matchType","confidence","acceptedUsageKey","kingdomKey","phylumKey","classKey","orderKey","familyKey"
"2864","Papestra biren",1788917,"Papestra biren Goeze, 1781","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2865","Parastichtis suspecta",1796217,"Parastichtis suspecta Hübner, 1809","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2866","Peridroma saucia",1792996,"Peridroma saucia Hübner, 1808","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2867","Phlogophora meticulosa",1782560,"Phlogophora meticulosa (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2868","Photedes extrema",1792335,"Photedes extrema Hübner","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2869","Photedes fluxa",1792377,"Photedes fluxa Hübner, 1809","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2870","Photedes minima",1792383,"Photedes minima Haworth, 1809","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2871","Plusia festucae",1772179,"Plusia festucae (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2872","Plusia putnami",1772169,"Plusia putnami Grote, 1873","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2873","Polia bombycina",1776371,"Polia bombycina Hufnagel, 1766","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2874","Polia hepatica",5772446,"Polia hepatica Clerck, 1759","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2875","Polia nebulosa",1776330,"Polia nebulosa Hufnagel, 1766","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2876","Polychrysia moneta",1783855,"Polychrysia moneta (Fabricius, 1787)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2877","Polymixis flavicincta",1780926,"Polymixis flavicincta (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2878","Polymixis lichenea",4533285,"Polymixis lichenea Hübner, 1813","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2879","Polyphaenis sericata",1784359,"Polyphaenis sericata (Esper, 1787)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2880","Protolampra sobrina",1762608,"Protolampra sobrina Duponchel, 1843","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2881","Pseudeustrotia candidula",1799701,"Pseudeustrotia candidula (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2882","Pyrrhia umbra",1779641,"Pyrrhia umbra (Hufnagel, 1766)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2883","Rhizedra lutosa",8105817,"Rhizedra lutosa Hübner, 1803","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2884","Rhyacia simulans",1790625,"Rhyacia simulans Hufnagel, 1766","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2885","Sedina buettneri",1770573,"Sedina buettneri Hering, 1858","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2886","Senta flammea",1778127,"Senta flammea Curtis, 1828","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2887","Sesamia nonagrioides",1762383,"Sesamia nonagrioides (Lefèbvre, 1827)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2888","Sideridis reticulata",4534057,"Sideridis reticulata Goeze, 1781","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2889","Sideridis rivularis",4534052,"Sideridis rivularis Fabricius, 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2890","Sideridis turbida",4534046,"Sideridis turbida Esper, 1790","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2891","Simyra albovenosa",1762244,"Simyra albovenosa (Goeze, 1781)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2892","Spaelotis ravida",1774347,"Spaelotis ravida (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2893","Spodoptera exigua",8352161,"Spodoptera exigua (Hübner, 1808)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2894","Subacronicta megacephala",4534721,"Subacronicta megacephala (Denis & Schiffermüller, 1775)","SYNONYM","SPECIES","EXACT",98,1782777,1,54,216,797,7015
"2895","Syngrapha interrogationis",8292872,"Syngrapha interrogationis (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2896","Thalpophila matura",5110213,"Thalpophila matura (Hufnagel, 1766)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2897","Tholera cespitis",1771531,"Tholera cespitis (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2898","Tholera decimalis",1771509,"Tholera decimalis Poda, 1761","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2899","Tiliacea aurago",4533136,"Tiliacea aurago (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2900","Tiliacea citrago",4533128,"Tiliacea citrago Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2901","Trachea atriplicis",1760593,"Trachea atriplicis (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2902","Trichoplusia ni",1786360,"Trichoplusia ni (Hübner)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2903","Trigonophora flammea",1763697,"Trigonophora flammea Esper, 1785","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2904","Tyta luctuosa",1790692,"Tyta luctuosa (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,4532185
"2905","Xanthia gilvago",1771634,"Xanthia gilvago (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2906","Xanthia icteritia",1771678,"Xanthia icteritia Hufnagel, 1766","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2907","Xanthia ocellaris",1771650,"Xanthia ocellaris Borkhausen, 1792","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2908","Xanthia ruticilla",4533196,"Xanthia ruticilla (Esper, 1791)","SYNONYM","SPECIES","EXACT",98,10904813,1,54,216,797,7015
"2909","Xanthia togata",1771698,"Xanthia togata Esper","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2910","Xestia agathina",5112254,"Xestia agathina Duponchel, 1827","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2911","Xestia baja",5112291,"Xestia baja (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2912","Xestia c-nigrum",5714973,"Xestia c-nigrum (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7015
"2913","Xestia castanea",5112336,"Xestia castanea Esper, 1798","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2914","Xestia ditrapezium",5772349,"Xestia ditrapezium (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2915","Xestia sexstrigata",5112155,"Xestia sexstrigata Haworth, 1809","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2916","Xestia stigmatica",5112345,"Xestia stigmatica (Hübner, 1813)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2917","Xestia triangulum",5772351,"Xestia triangulum Hufnagel, 1766","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2918","Xestia xanthographa",5112283,"Xestia xanthographa (Denis & Schiffermüller, 1775)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2919","Xylena exsoleta",1790364,"Xylena exsoleta Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2920","Xylena solidaginis",9174377,"Xylena solidaginis Hübner, 1803","ACCEPTED","SPECIES","EXACT",98,NA,1,54,216,797,7015
"2921","Xylena vetusta",1790361,"Xylena vetusta Hübner, 1813","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2922","Xylocampa areola",1768150,"Xylocampa areola Esper, 1789","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7015
"2923","Bena bicolorana",1801051,"Bena bicolorana (Füssly, 1775)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,9717
"2924","Earias clorana",1803073,"Earias clorana (Linnaeus, 1761)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,9717
"2925","Meganola albula",4534767,"Meganola albula (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2926","Meganola strigula",4534762,"Meganola strigula (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2927","Nola aerugula",4534779,"Nola aerugula (Hübner)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2928","Nola confusalis",4534782,"Nola confusalis (Herrich-Schäffer, 1847)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2929","Nola cucullatella",1801896,"Nola cucullatella (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,9717
"2930","Nola holsatica",4534785,"Nola holsatica Sauber, 1916","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2931","Nola subchlamydula",4534778,"Nola subchlamydula Staudinger, 1870","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,9717
"2932","Nycteola revayana",5114327,"Nycteola revayana (Scopoli, 1772)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2933","Pseudoips prasinana",1802280,"Pseudoips prasinana (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9717
"2934","Cerura erminea",1825176,"Cerura erminea (Esper, 1783)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2935","Cerura vinula",1825156,"Cerura vinula Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2936","Clostera anachoreta",1822830,"Clostera anachoreta (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2937","Clostera anastomosis",1822787,"Clostera anastomosis (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2938","Clostera curtula",1822796,"Clostera curtula (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2939","Clostera pigra",1822819,"Clostera pigra (Hufnagel, 1766)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2940","Drymonia dodonaea",8397564,"Drymonia dodonaea (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",98,NA,1,54,216,797,7016
"2941","Drymonia obliterata",5118904,"Drymonia obliterata (Esper, 1785)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2942","Drymonia querna",7937573,"Drymonia querna (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2943","Drymonia ruficornis",5118892,"Drymonia ruficornis (Hufnagel, 1766)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2944","Drymonia velitaris",7624468,"Drymonia velitaris (Hufnagel, 1766)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2945","Furcula bicuspis",1822613,"Furcula bicuspis (Borkhausen, 1790)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2946","Furcula bifida",1822587,"Furcula bifida (Brahm, 1787)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2947","Furcula furcula",1822610,"Furcula furcula (Clerck, 1759)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2948","Gluphisia crenata",1827125,"Gluphisia crenata (Esper, 1785)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2949","Harpyia milhauseri",1823726,"Harpyia milhauseri (Fabricius, 1775)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2950","Leucodonta bicoloria",1825539,"Leucodonta bicoloria (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2951","Notodonta dromedarius",1825077,"Notodonta dromedarius (Linnaeus, 1767)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2952","Notodonta torva",1825083,"Notodonta torva (Hübner, 1803)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2953","Notodonta tritophus",4534914,"Notodonta tritophus (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2954","Notodonta ziczac",4534909,"Notodonta ziczac (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2955","Odontosia carmelita",1826022,"Odontosia carmelita (Esper, 1799)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2956","Peridea anceps",1822346,"Peridea anceps (Goeze, 1781)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2957","Phalera bucephala",5119245,"Phalera bucephala Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2958","Pheosia gnoma",1825971,"Pheosia gnoma Fabricius, 1776","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2959","Pheosia tremula",1825983,"Pheosia tremula (Clerck, 1759)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2960","Pterostoma palpina",1825064,"Pterostoma palpina (Clerck, 1759)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2961","Ptilodon capucina",1828162,"Ptilodon capucina (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,7016
"2962","Ptilodon cucullina",4534872,"Ptilodon cucullina (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2963","Ptilophora plumigera",5119143,"Ptilophora plumigera (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",98,NA,1,54,216,797,7016
"2964","Stauropus fagi",5118996,"Stauropus fagi (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2965","Thaumetopoea processionea",1824113,"Thaumetopoea processionea Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,7016
"2966","Alabonia geoffrella",4528658,"Alabonia geoffrella (Linnaeus, 1767)","DOUBTFUL","SPECIES","EXACT",97,NA,1,54,216,797,9689
"2967","Aplota palpella",1838676,"Aplota palpella (Haworth, 1829)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2968","Batia lambdella",1841158,"Batia lambdella Donovan, 1792","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,9689
"2969","Batia lunaris",1841159,"Batia lunaris Haworth, 1829","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2970","Bisigna procerella",4528679,"Bisigna procerella (Denis & Schiffermüller, 1775)","SYNONYM","SPECIES","EXACT",98,1835396,1,54,216,797,9689
"2971","Borkhausenia fuscescens",1838691,"Borkhausenia fuscescens Haworth, 1829","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2972","Borkhausenia luridicomella",1838805,"Borkhausenia luridicomella (Herrich-Schäffer, 1855)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2973","Borkhausenia minutella",1838911,"Borkhausenia minutella (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2974","Crassa tinctella",4528692,"Crassa tinctella (Hübner, 1796)","DOUBTFUL","SPECIES","EXACT",97,NA,1,54,216,797,9689
"2975","Crassa unitella",4528694,"Crassa unitella (Hübner, 1796)","DOUBTFUL","SPECIES","EXACT",97,NA,1,54,216,797,9689
"2976","Dasycera oliviella",4528774,"Dasycera oliviella (Fabricius, 1794)","SYNONYM","SPECIES","EXACT",98,1835031,1,54,216,797,9689
"2977","Denisia albimaculea",5770924,"Denisia albimaculea (Haworth, 1829)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2978","Denisia augustella",5770928,"Denisia augustella (Hübner, 1796)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2979","Denisia similella",5770942,"Denisia similella (Hübner, 1796)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2980","Denisia stipella",5770922,"Denisia stipella (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2981","Endrosis sarcitrella",1837172,"Endrosis sarcitrella Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2982","Epicallima formosella",4528691,"Epicallima formosella (Denis & Schiffermüller, 1775)","SYNONYM","SPECIES","EXACT",98,5119893,1,54,216,797,9689
"2983","Eratophyes amasiella",4528650,"Eratophyes amasiella (Herrich-Schäffer, 1854)","SYNONYM","SPECIES","EXACT",98,1835407,1,54,216,797,9689
"2984","Esperia sulphurella",5770913,"Esperia sulphurella (Fabricius, 1775)","DOUBTFUL","SPECIES","EXACT",97,NA,1,54,216,797,9689
"2985","Harpella forficella",1835156,"Harpella forficella (Scopoli, 1763)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2986","Hofmannophila pseudospretella",1836899,"Hofmannophila pseudospretella Stainton, 1849","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2987","Metalampra cinnamomea",4528673,"Metalampra cinnamomea (Zeller, 1939)","SYNONYM","SPECIES","EXACT",98,1838905,1,54,216,797,9689
"2988","Metalampra italica",4528675,"Metalampra italica Baldizzone, 1977","SYNONYM","SPECIES","EXACT",98,1838838,1,54,216,797,9689
"2989","Oecophora bractella",1833626,"Oecophora bractella Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2990","Pleurota aristella",1839851,"Pleurota aristella (Linnaeus, 1768)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2991","Pleurota bicostella",1839893,"Pleurota bicostella (Clerck, 1761)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2992","Schiffermuelleria schaefferella",1835393,"Schiffermuelleria schaefferella (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,9689
"2993","Telechrysis tripuncta",4529027,"Telechrysis tripuncta (Haworth, 1828)","SYNONYM","SPECIES","EXACT",98,1835369,1,54,216,797,9689
"2994","Opostega salaciella",1735532,"Opostega salaciella (Treitschke, 1833) Zeller, 1839","ACCEPTED","SPECIES","EXACT",97,NA,1,54,216,797,6166
"2995","Pseudopostega auritella",4527342,"Pseudopostega auritella (Hübner, 1813) Davis, 1989","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,6166
"2996","Pseudopostega crepusculella",4527339,"Pseudopostega crepusculella (Zeller, 1839) Davis, 1989","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,6166
"2997","Carcina quercana",1841261,"Carcina quercana Fabricius, 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,4300668
"2998","Eidophasia messingiella",1830879,"Eidophasia messingiella Fischer von Röslerstamm, 1839","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8860
"2999","Plutella porrectella",1831168,"Plutella porrectella Linnaeus, 1758","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8860
"3000","Plutella xylostella",1831136,"Plutella xylostella (Linnaeus, 1767)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8860
"3001","Atemelia torquatella",1830804,"Atemelia torquatella (Lienig, 1846)","ACCEPTED","SPECIES","EXACT",98,NA,1,54,216,797,8874
"3002","Prays fraxinella",1830843,"Prays fraxinella (Bjerkander, 1784)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,4525436
"3003","Prays ruficeps",1830815,"Prays ruficeps Heinemann, 1854","SYNONYM","SPECIES","EXACT",98,1830838,1,54,216,797,4525436
"3004","Lampronia capitella",4522791,"Lampronia capitella (Clerck, 1759)","SYNONYM","SPECIES","EXACT",98,1860711,1,54,216,797,3528
"3005","Lampronia corticella",4522799,"Lampronia corticella (Linnaeus, 1758)","SYNONYM","SPECIES","EXACT",98,1860664,1,54,216,797,3528
"3006","Lampronia flavimitrella",4522810,"Lampronia flavimitrella (Hübner, 1817)","SYNONYM","SPECIES","EXACT",98,1860668,1,54,216,797,3528
"3007","Lampronia fuscatella",4522793,"Lampronia fuscatella (Tengström, 1848)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,3528
"3008","Lampronia luzella",4522812,"Lampronia luzella (Hübner, 1817)","SYNONYM","SPECIES","EXACT",98,1860709,1,54,216,797,3528
"3009","Lampronia morosa",4522795,"Lampronia morosa Zeller, 1852","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,3528
"3010","Lampronia rupella",4522815,"Lampronia rupella (Denis & Schiffermüller, 1775)","SYNONYM","SPECIES","EXACT",98,1860659,1,54,216,797,3528
"3011","Acanthopsyche atra",1853593,"Acanthopsyche atra (Linnaeus, 1767)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3012","Apterona helicoidella",4526180,"Apterona helicoidella (Vallot, 1827)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3013","Bacotia claustrella",1853800,"Bacotia claustrella (Bruand, 1845)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3014","Bankesia conspurcatella",1854237,"Bankesia conspurcatella (Zeller, 1850)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3015","Canephora hirsuta",5122439,"Canephora hirsuta (Poda, 1761)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3016","Dahlica lichenella",4526100,"Dahlica lichenella (Linnaeus, 1761)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3017","Dahlica sauteri",4526090,"Dahlica sauteri (Hättenschwiler, 1977)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3018","Dahlica triquetrella",4526094,"Dahlica triquetrella (Hübner, 1813)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3019","Diplodoma laichartingella",4526050,"Diplodoma laichartingella (Goeze, 1783)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3020","Epichnopterix plumella",1854347,"Epichnopterix plumella (Denis & Schiffermüller) , 1775","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3021","Eumasia parietariella",1853467,"Eumasia parietariella (Heydenreich, 1851)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3022","Luffia ferchaultella",1854286,"Luffia ferchaultella (Stephens, 1850)","SYNONYM","SPECIES","EXACT",98,1854287,1,54,216,797,8861
"3023","Narycia duplicella",4526048,"Narycia duplicella (Goeze, 1783)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3024","Pachythelia villosella",5122293,"Pachythelia villosella (Ochsenheimer, 1810)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3025","Phalacropterix graslinella",1854457,"Phalacropterix graslinella (Boisduval, 1852)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3026","Proutia betulina",1854792,"Proutia betulina (Zeller, 1839)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3027","Psyche casta",1854202,"Psyche casta (Pallas, 1767)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3028","Psyche crassiorella",8165715,"Psyche crassiorella Bruand, 1850","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3029","Ptilocephala plumifera",7717983,"Ptilocephala plumifera (Ochsenheimer, 1810)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3030","Siederia listerella",4526057,"Siederia listerella (Linnaeus, 1758)","SYNONYM","SPECIES","EXACT",98,9290273,1,54,216,797,8861
"3031","Sterrhopterix fusca",1853587,"Sterrhopterix fusca (Haworth, 1809)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3032","Taleporia tubulosa",1854849,"Taleporia tubulosa (Retzius, 1783)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3033","Whittleia retiella",1854525,"Whittleia retiella (Newman, 1847)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8861
"3034","Adaina microdactyla",1858698,"Adaina microdactyla (Hübner, 1813)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3035","Agdistis bennetii",1859421,"Agdistis bennetii (Curtis, 1833)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3036","Amblyptilia acanthadactyla",1859285,"Amblyptilia acanthadactyla (Hübner, 1813)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3037","Buckleria paludum",1859068,"Buckleria paludum (Zeller, 1839)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3038","Buszkoiana capnodactylus",4536316,"Buszkoiana capnodactylus (Zeller, 1841)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3039","Calyciphora albodactylus",1859893,"Calyciphora albodactylus (Fabricius, 1794)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3040","Capperia britanniodactylus",1859872,"Capperia britanniodactylus (Gregson, 1869)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3041","Capperia fusca",7869428,"Capperia fusca (Hofmann, 1898)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3042","Capperia trichodactyla",1859878,"Capperia trichodactyla (Denis & Schiffermüller, 1775)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3043","Cnaemidophorus rhododactyla",1858637,"Cnaemidophorus rhododactyla (Denis & Schiffermüller, 1775)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3044","Crombrugghia distans",1860063,"Crombrugghia distans (Zeller, 1847)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3045","Emmelina monodactyla",1859046,"Emmelina monodactyla (Linnaeus, 1758)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3046","Gillmeria ochrodactyla",4536483,"Gillmeria ochrodactyla (Denis & Schiffermüller, 1775)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3047","Gillmeria pallidactyla",4536472,"Gillmeria pallidactyla (Haworth, 1811)","ACCEPTED","SPECIES","EXACT",99,NA,1,54,216,797,8863
"3048","Hellinsia carphodactyla",1859483,"Hellinsia carphodactyla (Hübner, 1813)","ACCEPTED","SPECIES","EXACT",98,NA,1,54,216,797,8863
