"","eeacellcode","pd_loss"
"315","5kmE3915N3140",632.375630500002
"316","5kmE3915N3145",761.8931085
"317","5kmE3915N3150",534.572885499998
"318","5kmE3915N3155",793.689842000003
"319","5kmE3920N3080",136.137574
"320","5kmE3920N3085",653.106927999997
"321","5kmE3920N3090",1308.5530595
"322","5kmE3920N3095",1009.356196
"323","5kmE3920N3100",649.232856500003
"324","5kmE3920N3105",816.936232
"325","5kmE3920N3110",206.300222499998
"326","5kmE3920N3115",202.739918000003
"327","5kmE3920N3120",1231.608097
"328","5kmE3920N3125",954.775281000002
"329","5kmE3920N3130",607.422297499998
"330","5kmE3920N3135",304.196997500003
"331","5kmE3920N3140",490.479222500002
"332","5kmE3920N3145",588.357812999999
"333","5kmE3920N3150",1099.97394
"334","5kmE3920N3155",1668.533191
"335","5kmE3925N3080",503.865165499999
"336","5kmE3925N3085",185.691521500001
"337","5kmE3925N3090",1191.764374
"338","5kmE3925N3095",954.892314499997
"339","5kmE3925N3100",720.882680499999
"340","5kmE3925N3105",561.453384500001
"341","5kmE3925N3110",563.777061500001
"342","5kmE3925N3115",699.0111
"343","5kmE3925N3120",1117.238093
"344","5kmE3925N3125",779.621285500001
"345","5kmE3925N3130",1042.5862395
"346","5kmE3925N3135",1357.6887465
"347","5kmE3925N3140",1330.0475845
"348","5kmE3925N3145",1147.1419375
"349","5kmE3925N3150",1467.853317
"350","5kmE3925N3155",1608.6433825
"351","5kmE3930N3080",446.320639999998
"352","5kmE3930N3085",267.085529
"353","5kmE3930N3090",949.473589500001
"354","5kmE3930N3095",385.0928255
"355","5kmE3930N3100",710.589615000001
"356","5kmE3930N3105",1226.394601
"357","5kmE3930N3110",707.6261505
"358","5kmE3930N3115",976.377348999999
"359","5kmE3930N3120",978.681657999998
"360","5kmE3930N3125",483.810593499999
"361","5kmE3930N3130",701.267941999999
"362","5kmE3930N3135",1330.376299
"363","5kmE3930N3140",1722.5957435
"364","5kmE3930N3145",1297.7094175
"365","5kmE3930N3150",1144.231111
"366","5kmE3930N3155",1882.902798
"367","5kmE3930N3160",1438.953348
"368","5kmE3930N3165",1389.599502
"369","5kmE3935N3080",312.517605500001
"370","5kmE3935N3085",224.041556
"371","5kmE3935N3090",970.497587000002
"372","5kmE3935N3095",322.964080999998
"373","5kmE3935N3100",1580.4106715
"374","5kmE3935N3105",1376.986872
"375","5kmE3935N3110",967.041020999997
"376","5kmE3935N3115",953.140651000002
"377","5kmE3935N3120",1019.012961
"378","5kmE3935N3125",632.110558
"379","5kmE3935N3130",804.408274000001
"380","5kmE3935N3135",721.697479999999
"381","5kmE3935N3140",795.147281499998
"382","5kmE3935N3145",1182.790125
"383","5kmE3935N3150",1713.829246
"384","5kmE3935N3155",1915.63121
"385","5kmE3935N3160",1454.23073
"386","5kmE3935N3165",1436.765758
"387","5kmE3940N3080",141.177703999998
"388","5kmE3940N3085",472.610511499999
"389","5kmE3940N3090",759.480740499999
"390","5kmE3940N3095",646.967259500001
"391","5kmE3940N3100",1386.727146
"392","5kmE3940N3105",1578.3696315
"393","5kmE3940N3110",1172.6324375
"394","5kmE3940N3115",803.368263999997
"395","5kmE3940N3120",330.997942999998
"396","5kmE3940N3125",801.974120999999
"397","5kmE3940N3130",901.475395500001
"398","5kmE3940N3135",1054.0870675
"399","5kmE3940N3140",1117.918371
"400","5kmE3940N3145",1886.926713
"401","5kmE3940N3150",1881.646595
"402","5kmE3940N3155",1850.7072275
"403","5kmE3940N3160",1409.6638005
"404","5kmE3940N3165",1655.976462
"405","5kmE3945N3085",265.4942925
"406","5kmE3945N3090",721.065147999998
"407","5kmE3945N3095",1124.6362065
"408","5kmE3945N3100",759.940114000001
"409","5kmE3945N3105",658.645339499999
"410","5kmE3945N3110",694.140338500001
"411","5kmE3945N3115",398.698884500001
"412","5kmE3945N3120",405.834948
"413","5kmE3945N3125",802.088191999999
"414","5kmE3945N3130",981.4013055
"415","5kmE3945N3135",899.3659835
"416","5kmE3945N3140",683.071207500001
"417","5kmE3945N3145",1092.056932
"418","5kmE3945N3150",1567.6992155
"419","5kmE3945N3155",1348.599813
"420","5kmE3945N3160",1730.842565
"421","5kmE3950N3085",231.076709500001
"422","5kmE3950N3090",887.104453
"423","5kmE3950N3095",1074.931148
"424","5kmE3950N3100",1017.8003775
