"","eeacellcode","pd"
"568","5kmE3990N3120",24602.2720545
"569","5kmE3990N3125",23353.2849255
"570","5kmE3990N3130",23298.3321505
"571","5kmE3990N3135",24658.0360365
"572","5kmE3995N3075",19008.123227
"573","5kmE3995N3080",24496.5402155
"574","5kmE3995N3085",26527.41113
"575","5kmE3995N3090",25919.4309145
"576","5kmE3995N3095",29091.219467
"577","5kmE3995N3100",30667.238934
"578","5kmE3995N3105",30040.729067
"579","5kmE3995N3110",28785.278274
"580","5kmE3995N3115",25623.358672
"581","5kmE3995N3120",25871.999984
"582","5kmE3995N3125",23057.169353
"583","5kmE3995N3130",27103.4342655
"584","5kmE3995N3135",28423.238577
"585","5kmE4000N3075",17523.442651
"586","5kmE4000N3080",25374.6214485
"587","5kmE4000N3085",25933.1157775
"588","5kmE4000N3090",25504.3901785
"589","5kmE4000N3095",29373.0584365
"590","5kmE4000N3100",30056.351044
"591","5kmE4000N3105",29802.1533815
"592","5kmE4000N3110",25977.8944295
"593","5kmE4000N3115",22464.206109
"594","5kmE4000N3120",23590.4109365
"595","5kmE4000N3125",23925.878129
"596","5kmE4000N3130",27557.8851935
"597","5kmE4000N3135",29649.879482
"598","5kmE4000N3140",27071.5719705
"599","5kmE4005N3075",13510.820069
"600","5kmE4005N3080",24516.28388
"601","5kmE4005N3085",26148.506846
"602","5kmE4005N3090",27486.2503145
"603","5kmE4005N3095",28809.6222695
"604","5kmE4005N3100",28342.373233
"605","5kmE4005N3105",28331.5045225
"606","5kmE4005N3110",26134.3797765
"607","5kmE4005N3115",22724.548778
"608","5kmE4005N3120",24546.144151
"609","5kmE4005N3125",25486.468453
"610","5kmE4005N3130",26840.5458885
"611","5kmE4005N3135",28304.4290135
"612","5kmE4005N3140",27593.4277425
"613","5kmE4010N3080",30034.5933825
"614","5kmE4010N3085",31010.9595245
"615","5kmE4010N3090",31930.519803
"616","5kmE4010N3095",30885.716801
"617","5kmE4010N3100",27080.0275225
"618","5kmE4010N3105",25084.982254
"619","5kmE4010N3110",25825.8848005
"620","5kmE4010N3115",24317.6605865
"621","5kmE4010N3120",24544.323994
"622","5kmE4010N3125",27734.924417
"623","5kmE4010N3130",28768.2753055
"624","5kmE4010N3135",26841.085996
"625","5kmE4015N3075",27783.1074225
"626","5kmE4015N3080",31958.208663
"627","5kmE4015N3085",32841.2470875
"628","5kmE4015N3090",33101.08007
"629","5kmE4015N3095",32844.3715885
"630","5kmE4015N3100",32058.1608215
"631","5kmE4015N3105",29018.545985
"632","5kmE4015N3110",27273.6192625
"633","5kmE4015N3115",25963.2541505
"634","5kmE4015N3120",26061.488281
"635","5kmE4015N3125",28315.7930205
"636","5kmE4015N3130",28960.7473345
"637","5kmE4020N3075",27788.1714745
"638","5kmE4020N3080",31611.34781
"639","5kmE4020N3095",31775.699562
"640","5kmE4020N3100",30593.558574
"641","5kmE4020N3105",31321.626855
"642","5kmE4020N3110",30733.896084
"643","5kmE4020N3115",28867.292427
"644","5kmE4020N3120",27555.5194795
"645","5kmE4020N3125",28476.6214205
"646","5kmE4025N3070",21016.2461195
"647","5kmE4025N3075",28690.0278415
"648","5kmE4025N3080",31364.463161
"649","5kmE4025N3110",32006.1474095
"650","5kmE4025N3115",31130.6246135
"651","5kmE4025N3120",29573.015473
"652","5kmE4025N3125",28799.8030395
"653","5kmE4030N3070",23131.857384
"654","5kmE4030N3075",29475.201582
"655","5kmE4030N3080",31155.693199
"656","5kmE4030N3120",32004.0231785
