"","eeacellcode","sp_richness"
"231","5kmE3885N3120",526
"232","5kmE3885N3125",455
"233","5kmE3885N3130",445
"234","5kmE3885N3135",441
"235","5kmE3885N3140",427
"236","5kmE3885N3145",464
"237","5kmE3890N3080",258
"238","5kmE3890N3085",370
"239","5kmE3890N3090",415
"240","5kmE3890N3095",362
"241","5kmE3890N3100",339
"242","5kmE3890N3105",333
"243","5kmE3890N3110",420
"244","5kmE3890N3115",462
"245","5kmE3890N3120",369
"246","5kmE3890N3125",320
"247","5kmE3890N3130",416
"248","5kmE3890N3135",479
"249","5kmE3890N3140",422
"250","5kmE3895N3080",292
"251","5kmE3895N3085",321
"252","5kmE3895N3090",362
"253","5kmE3895N3095",373
"254","5kmE3895N3100",354
"255","5kmE3895N3105",395
"256","5kmE3895N3110",471
"257","5kmE3895N3115",483
"258","5kmE3895N3120",408
"259","5kmE3895N3125",385
"260","5kmE3895N3130",463
"261","5kmE3895N3135",473
"262","5kmE3895N3140",439
"263","5kmE3900N3080",282
"264","5kmE3900N3085",295
"265","5kmE3900N3090",358
"266","5kmE3900N3095",405
"267","5kmE3900N3100",430
"268","5kmE3900N3105",472
"269","5kmE3900N3110",439
"270","5kmE3900N3115",426
"271","5kmE3900N3120",396
"272","5kmE3900N3125",457
"273","5kmE3900N3130",458
"274","5kmE3900N3135",480
"275","5kmE3900N3140",484
"276","5kmE3905N3080",224
"277","5kmE3905N3085",318
"278","5kmE3905N3090",356
"279","5kmE3905N3095",357
"280","5kmE3905N3100",416
"281","5kmE3905N3105",428
"282","5kmE3905N3110",388
"283","5kmE3905N3115",443
"284","5kmE3905N3120",395
"285","5kmE3905N3125",401
"286","5kmE3905N3130",383
"287","5kmE3905N3135",429
"288","5kmE3905N3140",522
"289","5kmE3910N3080",395
"290","5kmE3910N3085",362
"291","5kmE3910N3090",390
"292","5kmE3910N3095",373
"293","5kmE3910N3100",381
"294","5kmE3910N3105",384
"295","5kmE3910N3110",370
"296","5kmE3910N3115",411
"297","5kmE3910N3120",446
"298","5kmE3910N3125",434
"299","5kmE3910N3130",345
"300","5kmE3910N3135",358
"301","5kmE3910N3140",460
"302","5kmE3910N3145",436
"303","5kmE3915N3080",435
"304","5kmE3915N3085",436
"305","5kmE3915N3090",432
"306","5kmE3915N3095",432
"307","5kmE3915N3100",394
"308","5kmE3915N3105",345
"309","5kmE3915N3110",340
"310","5kmE3915N3115",387
"311","5kmE3915N3120",491
"312","5kmE3915N3125",506
"313","5kmE3915N3130",368
"314","5kmE3915N3135",371
"315","5kmE3915N3140",415
"316","5kmE3915N3145",411
"317","5kmE3915N3150",350
"318","5kmE3915N3155",354
"319","5kmE3920N3080",392
"320","5kmE3920N3085",467
"321","5kmE3920N3090",481
"322","5kmE3920N3095",450
"323","5kmE3920N3100",479
"324","5kmE3920N3105",441
"325","5kmE3920N3110",364
"326","5kmE3920N3115",388
"327","5kmE3920N3120",514
"328","5kmE3920N3125",493
"329","5kmE3920N3130",430
"330","5kmE3920N3135",418
"331","5kmE3920N3140",410
"332","5kmE3920N3145",412
"333","5kmE3920N3150",436
"334","5kmE3920N3155",483
"335","5kmE3925N3080",320
"336","5kmE3925N3085",411
"337","5kmE3925N3090",521
"338","5kmE3925N3095",476
"339","5kmE3925N3100",475
"340","5kmE3925N3105",416
"341","5kmE3925N3110",443
"342","5kmE3925N3115",438
"343","5kmE3925N3120",494
"344","5kmE3925N3125",464
"345","5kmE3925N3130",489
"346","5kmE3925N3135",533
"347","5kmE3925N3140",468
"348","5kmE3925N3145",476
"349","5kmE3925N3150",479
"350","5kmE3925N3155",475
"351","5kmE3930N3080",352
"352","5kmE3930N3085",415
"353","5kmE3930N3090",452
"354","5kmE3930N3095",432
"355","5kmE3930N3100",410
"356","5kmE3930N3105",436
"357","5kmE3930N3110",448
"358","5kmE3930N3115",480
"359","5kmE3930N3120",444
"360","5kmE3930N3125",459
"361","5kmE3930N3130",495
"362","5kmE3930N3135",532
"363","5kmE3930N3140",532
"364","5kmE3930N3145",472
"365","5kmE3930N3150",428
"366","5kmE3930N3155",421
"367","5kmE3930N3160",456
"368","5kmE3930N3165",420
"369","5kmE3935N3080",298
"370","5kmE3935N3085",398
"371","5kmE3935N3090",428
"372","5kmE3935N3095",400
"373","5kmE3935N3100",443
"374","5kmE3935N3105",443
"375","5kmE3935N3110",475
"376","5kmE3935N3115",458
"377","5kmE3935N3120",428
"378","5kmE3935N3125",434
"379","5kmE3935N3130",438
"380","5kmE3935N3135",469
"381","5kmE3935N3140",468
"382","5kmE3935N3145",459
"383","5kmE3935N3150",450
"384","5kmE3935N3155",473
"385","5kmE3935N3160",464
"386","5kmE3935N3165",475
"387","5kmE3940N3080",314
"388","5kmE3940N3085",445
"389","5kmE3940N3090",504
"390","5kmE3940N3095",465
"391","5kmE3940N3100",455
"392","5kmE3940N3105",468
"393","5kmE3940N3110",468
"394","5kmE3940N3115",362
"395","5kmE3940N3120",366
"396","5kmE3940N3125",495
"397","5kmE3940N3130",470
"398","5kmE3940N3135",494
"399","5kmE3940N3140",459
"400","5kmE3940N3145",453
"401","5kmE3940N3150",438
"402","5kmE3940N3155",412
"403","5kmE3940N3160",421
"404","5kmE3940N3165",456
"405","5kmE3945N3085",339
"406","5kmE3945N3090",484
"407","5kmE3945N3095",537
"408","5kmE3945N3100",504
"409","5kmE3945N3105",440
"410","5kmE3945N3110",412
"411","5kmE3945N3115",320
"412","5kmE3945N3120",327
"413","5kmE3945N3125",429
"414","5kmE3945N3130",489
"415","5kmE3945N3135",466
"416","5kmE3945N3140",403
"417","5kmE3945N3145",374
"418","5kmE3945N3150",445
"419","5kmE3945N3155",411
"420","5kmE3945N3160",404
"421","5kmE3950N3085",301
"422","5kmE3950N3090",447
"423","5kmE3950N3095",505
"424","5kmE3950N3100",515
"425","5kmE3950N3105",526
"426","5kmE3950N3110",423
"427","5kmE3950N3115",366
"428","5kmE3950N3120",400
"429","5kmE3950N3125",382
"430","5kmE3950N3130",469
"431","5kmE3950N3135",461
"432","5kmE3950N3140",421
"433","5kmE3950N3145",393
"434","5kmE3950N3150",358
"435","5kmE3950N3155",385
"436","5kmE3950N3160",422
"437","5kmE3950N3165",459
"438","5kmE3955N3085",420
"439","5kmE3955N3090",448
"440","5kmE3955N3095",464
"441","5kmE3955N3100",488
"442","5kmE3955N3105",529
"443","5kmE3955N3110",496
"444","5kmE3955N3115",439
"445","5kmE3955N3120",379
"446","5kmE3955N3125",359
"447","5kmE3955N3130",481
"448","5kmE3955N3135",480
"449","5kmE3955N3140",450
"450","5kmE3955N3145",410
"451","5kmE3955N3150",424
"452","5kmE3955N3155",439
"453","5kmE3955N3160",452
"454","5kmE3955N3165",533
"455","5kmE3960N3080",270
"456","5kmE3960N3085",434
"457","5kmE3960N3090",470
"458","5kmE3960N3095",417
"459","5kmE3960N3100",456
"460","5kmE3960N3105",481
"461","5kmE3960N3110",483
"462","5kmE3960N3115",460
"463","5kmE3960N3120",436
"464","5kmE3960N3125",394
"465","5kmE3960N3130",451
"466","5kmE3960N3135",418
"467","5kmE3960N3140",439
"468","5kmE3960N3145",430
"469","5kmE3960N3150",479
"470","5kmE3960N3155",478
"471","5kmE3960N3160",478
"472","5kmE3960N3165",526
"473","5kmE3965N3080",250
"474","5kmE3965N3085",429
"475","5kmE3965N3090",445
"476","5kmE3965N3095",393
"477","5kmE3965N3100",418
"478","5kmE3965N3105",453
"479","5kmE3965N3110",519
"480","5kmE3965N3115",445
"481","5kmE3965N3120",459
"482","5kmE3965N3125",396
"483","5kmE3965N3130",430
"484","5kmE3965N3135",409
"485","5kmE3965N3140",477
"486","5kmE3965N3145",511
"487","5kmE3965N3150",522
"488","5kmE3965N3155",500
"489","5kmE3965N3160",425
"490","5kmE3970N3075",257
"491","5kmE3970N3080",359
"492","5kmE3970N3085",377
"493","5kmE3970N3090",403
"494","5kmE3970N3095",387
"495","5kmE3970N3100",415
"496","5kmE3970N3105",501
"497","5kmE3970N3110",487
"498","5kmE3970N3115",429
"499","5kmE3970N3120",415
"500","5kmE3970N3125",423
"501","5kmE3970N3130",412
"502","5kmE3970N3135",414
"503","5kmE3970N3140",411
"504","5kmE3970N3145",468
"505","5kmE3970N3150",478
"506","5kmE3970N3155",405
"507","5kmE3970N3160",440
"508","5kmE3975N3075",333
"509","5kmE3975N3080",381
"510","5kmE3975N3085",379
"511","5kmE3975N3090",453
"512","5kmE3975N3095",433
"513","5kmE3975N3100",442
"514","5kmE3975N3105",512
"515","5kmE3975N3110",448
"516","5kmE3975N3115",399
"517","5kmE3975N3120",373
"518","5kmE3975N3125",411
"519","5kmE3975N3130",426
"520","5kmE3975N3135",405
"521","5kmE3975N3140",405
"522","5kmE3975N3145",423
"523","5kmE3975N3150",401
"524","5kmE3975N3155",390
"525","5kmE3975N3160",468
"526","5kmE3980N3075",291
"527","5kmE3980N3080",373
"528","5kmE3980N3085",412
"529","5kmE3980N3090",480
"530","5kmE3980N3095",418
"531","5kmE3980N3100",443
"532","5kmE3980N3105",481
"533","5kmE3980N3110",412
"534","5kmE3980N3115",417
"535","5kmE3980N3120",401
"536","5kmE3980N3125",426
"537","5kmE3980N3130",493
"538","5kmE3980N3135",473
"539","5kmE3980N3140",442
"540","5kmE3980N3145",424
"541","5kmE3980N3150",412
"542","5kmE3980N3155",419
"543","5kmE3980N3160",447
"544","5kmE3985N3075",320
"545","5kmE3985N3080",415
"546","5kmE3985N3085",393
"547","5kmE3985N3090",409
"548","5kmE3985N3095",419
"549","5kmE3985N3100",496
"550","5kmE3985N3105",511
"551","5kmE3985N3110",424
"552","5kmE3985N3115",460
"553","5kmE3985N3120",416
"554","5kmE3985N3125",412
"555","5kmE3985N3130",457
"556","5kmE3985N3135",468
"557","5kmE3985N3140",419
"558","5kmE3985N3145",389
"559","5kmE3990N3075",223
"560","5kmE3990N3080",369
"561","5kmE3990N3085",431
"562","5kmE3990N3090",421
"563","5kmE3990N3095",459
"564","5kmE3990N3100",525
"565","5kmE3990N3105",519
"566","5kmE3990N3110",491
"567","5kmE3990N3115",480
"568","5kmE3990N3120",412
"569","5kmE3990N3125",379
"570","5kmE3990N3130",371
"571","5kmE3990N3135",392
"572","5kmE3995N3075",286
"573","5kmE3995N3080",403
"574","5kmE3995N3085",448
"575","5kmE3995N3090",425
"576","5kmE3995N3095",519
"577","5kmE3995N3100",542
"578","5kmE3995N3105",527
"579","5kmE3995N3110",512
"580","5kmE3995N3115",430
"581","5kmE3995N3120",429
"582","5kmE3995N3125",371
"583","5kmE3995N3130",449
"584","5kmE3995N3135",488
"585","5kmE4000N3075",252
"586","5kmE4000N3080",429
"587","5kmE4000N3085",426
"588","5kmE4000N3090",407
"589","5kmE4000N3095",512
"590","5kmE4000N3100",539
"591","5kmE4000N3105",525
"592","5kmE4000N3110",451
"593","5kmE4000N3115",358
"594","5kmE4000N3120",366
"595","5kmE4000N3125",388
"596","5kmE4000N3130",467
"597","5kmE4000N3135",531
"598","5kmE4000N3140",452
"599","5kmE4005N3075",166
"600","5kmE4005N3080",408
"601","5kmE4005N3085",443
"602","5kmE4005N3090",446
"603","5kmE4005N3095",486
"604","5kmE4005N3100",499
"605","5kmE4005N3105",503
"606","5kmE4005N3110",436
"607","5kmE4005N3115",362
"608","5kmE4005N3120",405
"609","5kmE4005N3125",406
"610","5kmE4005N3130",449
"611","5kmE4005N3135",480
"612","5kmE4005N3140",469
"613","5kmE4010N3080",539
"614","5kmE4010N3085",568
"615","5kmE4010N3090",568
"616","5kmE4010N3095",547
"617","5kmE4010N3100",469
"618","5kmE4010N3105",413
"619","5kmE4010N3110",430
"620","5kmE4010N3115",378
"621","5kmE4010N3120",385
"622","5kmE4010N3125",464
"623","5kmE4010N3130",488
"624","5kmE4010N3135",437
"625","5kmE4015N3075",478
"626","5kmE4015N3080",587
"627","5kmE4015N3085",626
"628","5kmE4015N3090",615
"629","5kmE4015N3095",611
"630","5kmE4015N3100",576
"631","5kmE4015N3105",511
"632","5kmE4015N3110",444
"633","5kmE4015N3115",436
"634","5kmE4015N3120",421
"635","5kmE4015N3125",491
"636","5kmE4015N3130",497
"637","5kmE4020N3075",490
"638","5kmE4020N3080",588
"639","5kmE4020N3095",573
"640","5kmE4020N3100",550
"641","5kmE4020N3105",565
"642","5kmE4020N3110",554
"643","5kmE4020N3115",499
"644","5kmE4020N3120",461
"645","5kmE4020N3125",489
"646","5kmE4025N3070",318
"647","5kmE4025N3075",515
"648","5kmE4025N3080",581
"649","5kmE4025N3110",572
"650","5kmE4025N3115",564
"651","5kmE4025N3120",532
"652","5kmE4025N3125",502
"653","5kmE4030N3070",359
"654","5kmE4030N3075",529
"655","5kmE4030N3080",577
"656","5kmE4030N3120",590
